art,t,bpm,g,ln,s
Dark PHOENiX,The Dark Side of Fate,145,2,5,100997
BTS,Go Go,136,5,6,804063
YUC'e,Cinderella Syndrome,100,5,3,561693
TeddyLoid,ME!ME!ME! feat. daoko,125,10,3,331123
Nomizu Iori,Black + White (TV EDIT),192,3,3,129915
Scatman John,Scatman,136.01,5,2,18
IOSYS feat. 3L,Miracle-Hinacle,160,2,3,17154
LiSA,Brave Freak Out -TV ver.-,205,3,3,582520
XX:me,escape (TV Size),206,3,3,782869
Akira Complex,Ether Strike,156,10,2,945019
Go Ichinose,Ooame,127.45,2,5,660933
Shiki Natsume (CV: Kanako),Sweetest Bitterness (Short Ver.),156,5,3,1578922
Suzuki Konomi,Ao no Kanata (TV Size),188,3,3,1003234
Ishida Youko,STRIKE WITCHES 2 ~Egao no Mahou~ (TV Size),170,3,3,19436
Ylvis,The Fox,128,7,2,119980
BAND-MAID,Choose me,180,4,3,871187
"Fukuhara Ayaka, Fuchigami Mai, Matsui Eriko",Trinity Field (Game Ver.),185,2,3,728488
ClariS,SHIORI -TV size mix-,176,3,3,661919
nano x yuyoyuppe,Beautiful ground,182,5,3,206737
Cool Joke,UNDO,171,3,3,6479
"JO*STARS ~TOMMY, Coda, JIN~",JoJo Sono Chi no Kioku ~end of THE WORLD~ (TV Size),220,3,3,961598
Hashimoto Miyuki,Salut.soleil!,128,3,3,174304
44teru-k,"Yami ~ Shoujo no Yume , Kyomu no Sekai ~",156,2,5,149173
Cuvelia,Tenkuu no Yoake,150,2,5,47757
Rabpit,Saika,145,2,5,182221
Masayoshi Takanaka,BLUE LAGOON,133.22,14,5,1432082
Endorfin.,Sakurairo Prism,135,5,3,1110686
Brad Breeck,Gravity Falls Theme Song,165.8,3,5,527431
Ocelot,TSUBAKI,160,10,3,361537
yuikonnu & ayaponzu*,Super Nuko World,190,4,3,153776
Yorushika,Bakudanma,180,4,3,1130014
EPICA,Wings of Freedom,136,3,2,737174
Taiko no Tatsujin,Haya Saitama2000,250,2,3,9917
Ushirokara Haiyoritai G,Koi wa Chaos no Shimobenari (TV Size),158,3,3,1139736
Mrs. GREEN APPLE,Inferno (TV Size),185,3,3,999645
Ghost-Note,Shrill Tones,147,14,5,1459218
455-38B,G e n g a o z o - f o o n,153,10,5,869649
Memme,%S(M),155,2,5,296393
KyoKa,Ouran Romancia,148,2,3,1404039
senya,Tokuiten no Kaibutsuteki Kanjou,156,2,3,370545
r300k,Energy Flower 3007,133,2,5,294787
Chibanyan vs. Otogibara Era,GOMIKASU -Original Mix-,150,10,3,1203052
cYsmix,Peer Gynt,140,10,5,880487
O2i3,Ooi [Game Edit],216,10,5,355573
senya,Songs Compilation,121,2,3,119891
Nanaki feat.GUMI,Mousou Kajitsu,200,4,3,524966
04 Limited Sazabys,Squall,200,4,3,1029349
Nanamori-chu*Gorakubu,Chochocho! Yuru Yuri*Capriccio!!!,190,3,3,533707
BAND-MAID,I can't live without you.,180,4,3,1093430
Hatsuki Yura,Ryuu to Sakura Miko,197,4,3,962172
Nekomata L.E.D.Master+,Chrono Diver -PENDULUMs-,196,2,5,813683
Ice,Parodia Sonatina -Grande-,120,2,5,750363
Igorrr,Tout Petit Moineau,212,10,5,212180
Imperial Circus Dead Decadence,Tinu rareta Syuren Ni Fukeru Homura,200,11,3,964134
Camellia feat. Kagekiha Gakusei,"Lowermost revolt (""Jeremiad"" Long ver.)",219.2,10,2,1407641
KINEMA106,N.M.W,140,4,3,1621874
Yu-Peng Chen @HOYO-MiX,Qilin's Prance,77,2,5,1365911
CLIMAX of MAXX 360,PARANOiA Revolution,180,2,5,275401
Memme,BSPower Explosion,180,2,5,45760
Himeringo,Koitsubakihime,180,4,3,408558
remixed celas vs 44teru-k,CONNECT r,175,10,5,150698
nano,Nevereverland,150.5,3,3,827875
*namirin,Ciel etoile,93,5,3,901091
Minami,Kawaki wo Ameku,137,3,3,919827
Nanamori-chu * Goraku-bu,My Pace de Ikimashou,190,3,3,328579
Toby Fox,BIG SHOT,140,2,5,1580221
AU,Infinite of nuclear fusion ~Mugen no Taiyou Shinkou~,200,10,5,1380266
SOOOO,Happppy song,226,10,3,744593
Morimori Atsushi,Tits or get the fuck out!!,220,2,5,455022
DJ YOSHITAKA,Evans,185,10,5,1023491
Misawa Sachika,Unite (TV Size),188,3,3,149233
xi,Ascension to Heaven,200,2,5,34348
MC Sniper,Minchoui Nan,110,13,6,1612833
Hyadain,Yie Ar Kung Fu Rap,130,2,3,7359
Kat DeLuna ft. Busta Rhymes,Run The Show (Nightcore Mix),131.25,10,2,32854
*namirin,Senaka Awase no Kuukyo (with Kakichoco),186,5,3,716249
tatatat,e,70,6,5,844183
OxT,GO CRY GO (TV Size),202,4,3,1434136
Gom (HoneyWorks),Zen Zen Zense,190,3,3,503141
753. x ABSOLUTE CASTAWAY,collage,178,5,3,866379
Misato,Paranoid Lost,176,2,3,803535
Sako Tomohisa,Zutto,118,3,3,724033
Natsukawa Shiina,First Plot,135,5,3,1183671
Humanoid,Mendes,168,2,5,16035
Imperial Circus Dead Decadence,Uta,140,4,3,410162
Milkychan,Conversation,140,2,2,530432
Kotone,PUNISHMENT,234,4,3,1352054
Kanno Yugo,il vento d'oro,135,14,5,1250853
HTT,Gohan wa Okazu,190,3,3,113273
Halozy,Three Magic (DiGiTAL WiNG TRANCE Remix),140,2,3,476595
Nekomata Master,Scar in the Earth,141,2,5,13767
David Wise,Crocodile Cacophony,117.5,2,5,5155
Nightwish,Dead to the World,141.88,4,2,149115
Katsushi,Beware the Umbrella Left For a Long Time,145,2,5,16953
Kawai Sprite,Ugh,160,10,5,1514399
Function Phantom,Variable,170,10,5,751774
Kano,Sukisuki Zecchoushou,234,4,3,484532
EastNewSound,Hiiro Gekka Kyousai no Zetsu,150,2,3,11264
MOB CHOIR,99,190,4,3,1221343
FLOW,COLORS,136,3,3,730452
Uesaka Sumire,EASY LOVE (TV Size),188,5,3,1427255
P*Light,YELLOW SPLASH!!,185,2,5,363882
Girls' Generation,Gee,200,5,6,430622
F-777,Airborne Robots,200,10,5,632505
CHiCO with HoneyWorks,Kimi ga Sora Koso Kanashikere,198,4,3,940746
Minase Inori,Winter Wonder Wander,136,5,3,1122158
Daughter,Medicine (Sound Remedy Remix),70,10,2,724784
ABSOLUTE CASTAWAY,Shinsou Shintouron,205,4,3,827743
Wakeshima Kanon,Foul Play ni Kurari,163,3,3,333398
mafumafu,"Haikei, Sakura Maichiru Kono Hi ni",186,4,3,971666
BLACKPINK,BOOMBAYAH,125,5,6,500858
cYsmix,Manic,150,2,5,361175
Nakajima Megumi,Saturday Night Question,155,3,3,735917
Lin Fang Zhou,Wu Li Zhi Tu,152,3,2,703671
Tamura Yukari,MERRY MERRY MERRY MENU...Ne!,180,5,3,191524
in love with a ghost,flowers feat. nori,99,6,5,962550
Tamaki Nami,Realize,136.15,3,3,6189
Aitsuki Nakuru,Monochrome Butterfly,175,4,3,770300
LukHash,GLITCH,175,10,5,785774
Shiena Nishizawa,Brand-new World,205,3,3,361045
ALiCE'S EMOTiON,Voice,165,2,3,31904
YUI,again (TV Size),140,3,3,602444
forestpireo,Kanojo Ga Ichiban Shoujo Nanoka?,140,2,3,11773
BTS,Spring Day,107,5,6,579173
Foo Fighters,The Pretender,173,4,2,849640
Falcom Sound Team jdk,Over Drive,167,2,5,40233
paraoka,boot,236,6,3,50131
DIVERSA,i use raw expectation to unlock placebo. the placebo is the next thing i do.,93,10,5,610265
Yooh,Shanghai Kouchakan ~ Chinese Tea Orchid Remix,188,2,5,184498
Luck Life,Symbol (TV Size),154,3,3,762407
Gekidan Hitotose,a e i u e o ao!!,145,3,3,669309
solfa feat. Ceui,Jewelry Kiss,183,2,3,1433875
ZAQ,VOICE (TV Size),184,3,3,142196
Alan Walker,Alone,97.3,10,2,637917
Razihel & Virtual Riot,"One For All, All For One",145,10,5,275655
HyuN feat. Aerial,Exodus,140,10,6,1069611
Halozy,Deconstruction Star,155,2,3,431010
Bruno Mars,Marry You,145,5,2,403851
Amatsuki,Sayonara no Kawari ni,145,4,3,1332393
NicoNicoDouga,Night Of Commands feat. YuGiOh,180,7,3,4823
The Ting Tings,Keep Your Head,154,5,2,63774
Hiromi Sato,Jiyuu no Hane,96,2,3,561640
Snow Man,Grandeur (TV Size),128,5,3,1380176
Yorushika,Dakara Boku wa Ongaku o Yameta,125,5,3,1508883
Orange Heart(cv:Honda Mariko) Neptune(cv:Tanaka Rie),Mousou Katharsis,82,2,3,331697
Scoutellite,Surprise Buttsecks,143,10,2,188664
Kawai Sprite,M.I.L.F,180,10,5,1398983
3L,Three Magic,133,2,3,59631
Capcom Sound Team,Wolfduck,184.56,2,5,33711
Reol,MONSTER,164,4,3,366440
DJ YOSHITAKA feat. Hoshino Kanako,MAX LOVE,180,2,3,107647
Fractal Dreamers,Fata Morgana,180,10,5,751782
Linkin Park,Breaking The Habit,200.07,4,2,1499705
kors k,Insane Techniques,146,2,5,155288
Nanahoshi Kangengakudan,Meikaruza,300,14,5,302756
USAO,Cyaegha,200,10,5,1314759
Ito Kanako,Fatima (TV Size),179,3,3,763819
Shikata Akiko,Katayoku no Tori (TV Size),110,3,3,8814
Matsumoto Sara,Ito Hakanaki Hikari no Gotoku,164,2,3,120255
Sangatsu no Phantasia,Koufuku na Wagamama,135,5,3,1478828
Okazaki Anna,"Itsuka, Dokoka de.",144,2,3,1089959
cillia feat. Namine Ritsu,-ERROR 2018ver.,200,4,3,986100
Triad Primus,Trancing Pulse,113,3,3,450406
Oomori Seiko,JUSTadICE,185,4,3,1230998
Vickeblanka,Black Rover (TV Size),204,3,3,779279
MomoKuro-tei Ichimon,Nippon Egao Hyakkei (TV Size),160,3,3,57368
ZAQ,Seven Doors,203,3,3,657401
ChouCho,Yasashisa no Riyuu (TV Size),177,3,3,53681
yuki. feat. setsunan,Hello! World,170,10,5,785650
HoneyWorks,Miraizu feat.Aida Miou(CV:Toyosaki Aki),178,4,3,306591
Yumeno Yuki,THE APPLE IS CAST!,197,2,3,945614
55x55,MRAZ' (feat. Larin),120,10,12,635171
Kano,Prima Stella,180,5,3,445983
Kalafina,Manten,192,3,3,847126
ES All Stars,BRAND NEW STARS!!,235,5,3,1136580
MY FIRST STORY feat. chelly (EGOIST),"1,000,000 TIMES",200,2,3,1205078
MY FIRST STORY,ALONE,200,4,3,395846
UNDEAD CORPORATION,Flowering Night Fever,290,2,5,393663
Nakanojojo,Bittersweet (feat. Kuishinboakachan a.k.a Kiato),173,10,3,700384
fripSide,HAPPY Generation,167,5,3,30451
Underoath,Coming Down Is Calming Down,190,11,2,487559
IOSYS,Cirno's Perfect Math Class,175,2,3,5285
Matsushita,Hey Darling!,282,2,3,684242
"Shikishima Ritsu (CV: Sawashiro Chiharu), Satake Shogo (CV: Takeuchi Shunsuke)",Paradigm Box (TV Size),183,3,3,867301
Otokaze,Ame Michi,95,6,5,65545
LeaF,Mopemope,200,10,5,1097600
Syalis Hime (CV: Minase Inori),Kaimin! Anmin! Syalist Seikatsu (TV Size),141,3,3,1273683
MDK,Fingerbang,112,2,2,559525
fripSide,final phase (TV Size),149,3,3,1097552
YAMAZARU,KAZE,162,3,3,339306
Goose house,Hikaru nara -TV size-,160,3,3,477474
Yuuhei Satellite,Overwrite to Ingenuousness,136,2,3,59133
KEYTALK,OUKARANMAN (TV Size),150,3,3,972282
Poppin'Party,Kira Kira datoka Yume datoka ~Sing Girls~ (TV Size),180,3,3,625045
"Iris Freyja(CV:Hidaka Rina), Mononobe Mitsuki(CV:Numakura Manami)",Ray of bullet,185,3,3,280999
Kano,Stella-rium,177,3,3,356821
mafumafu,Good-bye sengen,170,5,3,1489661
Jun,Silver Dream,192,2,2,7094
Beautiful Day,Bang! Bang! Bang!,146,2,2,10842
Demetori,Hoshi no Utsuwa ~ Casket of Star,190,2,5,139677
Saaya Mizuno,My Secret (TV Size),184,3,3,16463
Rohi,Kodoku Egoism,184.9,10,3,58737
Doja Cat,Say So feat. Nicki Minaj (Extended Mix),111,5,2,1170365
ZUN,The Sealed-Away Youkai ~ Lost Place,165,2,5,13695
*namirin,Hitokoto no Kyori,180,5,3,667290
Ito Kanako,Skyclad no Kansokusha,167,2,3,394592
yaseta,Bluenation,180,10,5,707032
JULIE SIGTUNA (CV:Yamamoto Nozomi),BelievexBelieve,122,3,3,261905
iojjj,Akui to Ai no Sukima no Puzzle,100,2,3,147430
Yakushimaru Etsuko,Venus to Jesus (TV Size),156,3,3,15136
fripSide,Hesitation Snow (Short Ver.),135,2,3,42534
Aimer,StarRingChild,164,3,3,1065894
supercell,Kimi no Shiranai Monogatari,165,3,3,10418
D-ne (CV: Aizawa Mai),Sarumane Isutori Game,205,4,3,1090804
Nico Nico Douga,Owens,185,2,5,20406
mikitoP,"1, 2 Fan Club",145,4,3,58736
capitaro,Tenshinranman Haikara Hime,170,4,3,364556
AKINO from bless4,MIIRO,195,3,3,312042
Dream Theater,On The Backs Of Angels,138,11,2,707720
DecisionS,INFINITY OVERDRIVE,185,2,5,152180
Within Temptation,The Unforgiving,143.25,4,2,29157
"Ayane (CV: Serizawa Yuu), Kurumi (CV: Ueda Kana)",Ding Dong Holy Night,142,2,3,1050660
Ichigo,YU-MU,160,2,3,28286
James Landino,Shiba Island,162,10,5,983864
Dzeko & Torres,L'Amour Toujours feat. Delaney Jane (Nightcore Mix),165.3,10,2,799569
OLDCODEX,Deal with,152,3,3,779144
kamome sano Electric Orchestra,HE4VEN ~Tengoku e Youkoso~,256,2,5,597797
Aso Natsuko,Perfect-area complete! (TV Size),183,3,3,12268
Sayuri,Koukai no Uta,180,3,3,1105767
Hana,Aerodynamics Girls and Boys Song,182,2,3,32430
Giga-P,Electric Angel,150,10,3,146794
Train,50 Ways to Say Goodbye,140,5,2,92893
PSYQUI feat. mikanzil,Bye or not,170,2,5,1043170
Avicii ft. Salem Al Fakir,You Make Me,125,10,2,133438
Assertive Fluttershy,Boooring!,170,10,5,77534
UNLIMITS,Haruka Kanata (TV Size),202,3,3,876133
"Tomita Miyu, Sasahara Yuu, Lynn, Waki Azumi",+Kyuutie Ladies+ (TV Size),145,3,3,860683
DECO*27 feat. Hatsune Miku,AI,192,4,3,955580
Poppin'Party,Kira Kira datoka Yume datoka ~Sing Girls~ (TV Size),180,3,3,614346
Kawada Mami,Hishoku no Sora (TV Size),169,3,3,240919
May'n,graphite/diamond (TV Size),195,3,3,1046368
Terashima Takuma,Nameless Story (TV Size),195,3,3,857286
Aqours,Jump up HIGH!!,128,2,3,1070810
Feint,Tower Of Heaven (You Are Slaves),175,10,5,128931
Gakuen Seikatsu Bu,Friend Shitai,148,3,3,345263
halca,Kimi no Tonari (TV Size),135,3,3,834738
Hatsuki Yura,Izayoi Warabeuta,138,5,3,319989
Ayase Rie,Yuima-ru*World TVver.,180,3,3,459149
fripSide,LEVEL5 -judgelight- (TV Size),139.5,3,3,12216
Matsushita,Kuuchuu Bunkai,200,4,3,799889
nao,Dimension tripper!!!! (PV Ver.),188.2,3,3,91963
PSY,GANGNAM STYLE,132,5,6,55799
DECO*27,Relationship Scramble feat. Hatsune Miku,150,4,3,945190
Giga feat. Reol,BRING IT ON,160,5,3,974362
FELT,Lies in Reality,204,2,2,412270
Kawada Mami,Timeless time (Short Ver.),92,2,3,41046
miwa,chAngE (TV Size),165,3,3,15257
Fantastic Youth,Unknown Mother-Goose,222,4,3,935708
Pegboard Nerds x MisterWives,Coffins,174,10,2,823272
Culprate,Florn,160,10,5,851543
Shakira feat. Freshlyground,Waka Waka (This Time For Africa),127,5,14,16794
Haru,Shanghai Tea House (Instrumental),122,2,5,7245
nano,Exist,188,3,3,73789
MikitoP feat.Rib,Tsuki Akari,200,4,3,471774
Ogura Yuko,Onna no Ko Loves Otoko no Ko (TV Size),162,3,3,5306
Minase Inori,Catch the Rainbow!,181,5,3,1278962
Drop,Granat,180.96,6,5,219763
Saito Shuka,PaPaPa (TV Size),126,5,3,1070148
nano.RIPE,Real World (TV Size),196,3,3,69328
Wowkie Zhang,Yang Guang Cai Hong Xiao Bai Ma,96,5,4,1236694
KSUKE,Contradiction (feat. Tyler Carter) (TV Size),130,3,2,1207988
M2U,Dual Fractal,160,2,5,865577
Rabpit,Saika,145,2,5,50481
mafumafu,Idola no Circus,181,4,3,960068
NieN,For the Ikarus,154,2,6,2904
Jibaku Shounen Band,No.7 (TV Size),190,3,3,1093207
Last Note.,Setsuna Trip (Short Ver.),145,4,3,51065
Omoi,Snow Drive,224,4,3,323522
Kotoha,Suki! Yuki! Maji Magic (Cut Ver.),167,5,3,1386770
Inoue Marina & Nakajima Megumi,One-way Ryou Omoi,180,3,3,10947
THYME,Forever We Can Make It!(TV Size),92.5,3,3,3284
LiSA,traumerei,190,3,3,204925
O2i3,TSLove,185,10,5,1197928
Aoyama Misao,Kimi no WIND SONG,134,2,3,74733
ryo (supercell) feat.chelly,Great Distance,197,2,3,452409
TRUE,Soundscape,186,5,3,534054
Foreground Eclipse,Storytellers,183,4,3,311328
soutaiseiriron,Shikaku Kakumei,160,4,3,446062
Muzzy,Endgame,175,10,5,397905
Peter Fox,Haus am See,123.7,6,8,40940
Eve,Kaikai Kitan,185,5,3,1273536
Demetori,Desire Drive ~ Desire Dream,178,2,5,42234
Eiko Shimamiya,Higurashi no Naku Koro ni,105,3,3,333543
Thaehan,Bwa !,188.5,10,5,1014936
LeaF,Kyouki Ranbu (extended ver.),230,10,5,1371373
Suzuyu,Euphorium,186,2,3,544197
Masami Okui,-rinbu- revolution (TV Size),128.07,3,3,21538
Access,Hitomi no Tsubasa (TV Size),144,3,3,13163
Yurry Canon feat. GUMI,Suicide Parade,176,4,3,1113533
Cle,Broken Moon Remix,175,2,5,9848
Rhodanthe*,Jumping!! (TV Size),175,3,3,887810
Yousei Teikoku,still alive,180,4,3,1109705
BOYSTYLE,Kokoro no Chizu,132,3,3,338738
FELT,Hail Storm,134,2,3,122349
Hyadain,Hyadain's Jojo Yujo,200,3,3,554297
Porter Robinson,Goodbye To A World,128,10,5,561131
Kitsune Soundsystem,Raptorjesus Died for Our Sine Waves,176,10,5,32405
amazarashi,Sora ni Utaeba,204,4,3,1305320
Amidst,Fate,123,10,5,1359944
dj TAKA feat. Erika Mochizuki,MOON,156,2,2,16466
Jun.A,The Refrain of the Lovely Great War,180,2,5,24325
PinocchioP feat. Hatsune Miku,Ghosts Play to the Audience,148,5,3,1471627
Kurosaki Maon,Memories Last (TV size.),173,3,3,199371
Another Infinity feat. Mayumi Morinaga,Glitter (Starving Trancer Remix) (TV Size),140,3,3,123793
Banya,Beethoven Virus,162.01,2,5,540
Afilia Saga,Never say Never,185,3,3,274511
RO-KYU-BU!,Rolling! Rolling! (TV Size),175,3,3,103588
yuikonnu,Byoumei Koiwazurai,160,4,3,135358
Gakuen Seikatsu Bu,Friend Shitai,148,3,3,330147
Lucky Star no Minna,Kumikyoku 'Lucky Star Douga',172,3,3,91214
Shano x 40mP,Kiritorisen,165,5,3,79307
YOSHIKI feat. HYDE,Red Swan,132,3,3,1053817
Meramipop,Sono Tobira no Mukou ni,140,2,3,93670
Hanazawa Kana,Renai Circulation,120,3,3,9430
Lia,Bravely You (TV Size),150,3,3,332952
Gesu no Kiwami Otome.,Digital Mogura,140,4,3,737340
Sharlo,START:DASH!!,150,3,3,310371
"NicoNico Chorus, Hatsune Miku",Romeo & Cinderella,170,4,3,11036
Nakae Mitsuki,Brightly horizon,59.33,2,3,943927
CHiCO with HoneyWorks,Pride Kakumei,185,3,3,335503
SEPHID,Critical Cannonball (Extended ver.),190,10,5,1189616
Tadokoro Azusa,Little Soldier (TV Size),144,3,3,912826
mafumafu,Kakushigoto,200,4,3,770023
THE ORAL CIGARETTES,Amy,182,4,3,943829
Charli XCX,Boom Clap,92,5,2,730792
Chitose Sara,Merry Merry Go Round,185,2,3,469475
WANIMA,GONG,195,4,3,1099681
Party Favor,BAP U (not sorry Remix),87,10,2,385288
Masayoshi Soken,Metal - Brute Justice Mode,142,2,2,522233
Poppin'Party,STAR BEAT!~Hoshi no Kodou~,195,3,3,650607
Senya,Kodokutsuki,122,2,3,24706
John Wasson,Caravan,140,14,5,1086739
MAXIMUM THE HORMONE,ChuChu Lovely MuniMuni MuraMura PrinPrin Boron Nururu ReroRero (Chiptune Cover),260,10,5,1114770
*namirin,Mizutamari Tobikoete (with Nanahira),194,5,3,981616
Luschka,Kami no Kotoba,110,10,3,817667
HyuN & Ritoru,Apocalypse in Love,180,10,5,891338
TheFatRat ft. Laura Brehm,MAYDAY (Nightcore Mix),172.5,10,2,754219
tieff,Take Your Swimsuit,168,10,5,940597
Aiobahn,Sugiyuku Hi to Kimi e (feat. nayuta),105,10,3,1126358
"Tomita Miyu, Onishi Saori, Ohzora Naomi, Hanazawa Kana",Hallelujah*Essaim (TV Size),200,3,3,1103372
Kuroneko Dungeon,Ryoushi no Umi no Lindwurm,280,2,5,372850
Getter Jaani,Rockefeller Street (Nightcore Mix),162.5,10,2,33842
James Portland,Sky,147,10,5,789528
HyuN feat. LyuU,Cross Over,200,2,6,891337
UNDEAD CORPORATION,Datura,140,11,2,1020613
VALLEYSTONE feat. Kanata.N,Natsuirozaka,155,5,3,950550
yaseta,Lo-Fi-M,140,10,5,1005209
ginkiha,EOS (kamome sano rmx),175,2,5,404360
NU-KO,Pochiko no Shiawase na Nichijou,192,2,3,232273
Camellia,GHOST (2020 Halloween+++++++++ VIP),230,10,5,1438177
sokoninaru,Tenohira de odoru,215,11,3,773686
penoreri,Everlasting Message,230,2,5,302447
Mami Kawada,Contrail ~Kiseki~,168,3,3,406052
Native Construct,Come Hell or High Water,150,11,2,1051167
Scatman John,Scatman's World (Club Mix),147,10,2,917348
ChomuP,Gate of Steiner,140,3,5,48941
Yasunori Shiono,Jimmy and Tommy,120.87,2,5,561762
himmeltengoku,Whisper of Rose,175,13,5,173614
Petit Rabbit's,No Poi! (nenpulse bootleg remix),175,3,3,414348
Gunther,I'm Not Justin Bieber B**ch,132.12,7,2,139605
S-C-U,heron,182,2,5,165202
Will Stetson,Rainy Boots,144,4,2,1557729
Kitauji Quartet,Vivace! (TV Size),222,3,3,938674
Hatsune Miku,Deep Sea Girl,137,4,3,20337
MYUKKE.,AI[UE]OON,145,2,5,1029473
"Emilia (CV: Takahashi Rie), Rem (CV: Minase Inori), Ram (CV: Murakawa Rie)",Re:lation,135,2,3,1226676
Azusa Tadokoro,Junshin Always,180,3,3,401869
Poppin'Party,Christmas no Uta,90,2,3,888123
"lily, sayonara.",Haru no Yuki,122,5,3,1297978
Marika,Truth and Light,196,2,3,1119240
kors k vs. L.E.D.,SOLID STATE SQUAD,155,2,5,27148
ryo(supercell) feat. Hatsune Miku,ODDS & ENDS,192,2,3,1011573
SUN & LUNAR (CV:Momoi Haruko & Nogawa Sakura),Romantic summer (TV Size),166,3,3,230948
Powerwolf,Christ & Combat,154,11,2,1013426
Armin van Buuren vs. Vini Vici feat. Hilight Tribe,Great Spirit (Extended Mix),138,10,14,765801
Camellia feat. Nanahira,Tsukitourou,191,4,3,627593
DragonForce,Operation Ground and Pound,240,4,2,324171
Imperial Circus Dead Decadence,"Yomi yori Kikoyu, Koukoku no Tou to Honoo no Shoujo.",220,11,3,575330
Camellia,Towards The Horizon,154.38,2,5,636393
Vickeblanka,Black Catcher (TV Size),200,3,3,1089606
Silent Spica,Anhedonia,90,2,5,60136
Audition,Elec Bossa,122.99,2,5,1717
Hitori Bocchi (CV: Morishita Chisaki),"Ne, Issho ni Kaero. (TV Size)",184,3,3,1084075
DystopiaGround,AugoEidEs,207,4,3,95701
GALNERYUS,RAISE MY SWORD,185,11,3,889855
Diao Ye Zong feat. Meramipop,Matsuri Matsurare,145,2,3,733288
Kurosaki Maon,Gravitation,200,3,3,996445
USAO,Blows Up Everything,215,10,5,1029446
"Senko (CV: Waki Azumi), Shiro (CV: Uchida Maaya)",Koyoi mofumofu!! (TV Size),206,3,3,993792
Birdy,Wings (Nu:Logic Remix),174,10,2,319375
CustomiZ,COOLEST (TV Size),188,3,3,941964
Tsukishima Kirari (CV: Kusumi Koharu),Balalaika (TV Size),140,3,3,1157137
HyuN,Wild Card,185,2,5,891334
petit milady,Ma Cherie,150,5,3,255481
Megpoid GUMI,Cosmos,270,4,3,37054
Itowokashi,Kanadeai,192,3,3,949903
Feryquitous feat. Aitsuki Nakuru,Ether,200,4,3,902425
Yorushika,Dakara Boku wa Ongaku o Yameta,125,5,3,1392760
Akiyama Uni,Sky of Scarlet Perception,138,2,5,96338
HyuN feat. LyuU,Cross Over,200,10,6,1270122
Inori Minase,Yume no Tsubomi,188,5,3,503213
Noah,Acacia,156,11,5,1428289
Various Artists,Songs Compilation III,184,6,14,1132633
IOSYS,Marisa wa Taihen na Kanbu de Tomatte Ikimashita,199.96,2,3,10143
Minase Inori,harmony ribbon,137,5,3,1045974
Kobayakawa Sae (CV: Tachibana Rika),HANAKANZASHI,90,2,3,639353
DystopiaGround,AugoEidEs,207,4,3,1008143
Hoshimachi Suisei,GHOST,182,5,3,1432314
OSTER project,Labradorite feat. Yu Tokiwa,190,2,3,408776
ASCA,Selfrontier,142,2,3,1037306
Emii,Abyss,150,2,3,34044
Tadokoro Azusa,Junshin Always,180,3,3,838515
"BEMANI Sound Team ""DJ TOTTO feat. MarL""",Seiza ga Koi Shita Shunkan o.,186,2,3,1050599
Luck Life,Kaze ga Fuku Machi (TV size),198,3,3,713944
ClariS,SHIORI (TV Size),176,3,3,871481
Wagakki Band,Tengaku,232,13,3,996706
Linkin Park,Forgotten,108.2,4,2,1011380
soraru x mafumafu,HIBANA,200,4,3,691103
FictionJunction YUUKA,Yakusoku,130,5,3,315375
Kasumi Yui,GLIDE,130,10,3,307764
K/DA,"THE BADDEST feat. (G)I-DLE, Bea Miller, Wolftyla",150,5,2,1246447
Ohara Yuiko,Hoshi o Tadoreba,131,3,3,1544419
Minase Inori,Songs Compilation,133,5,3,957074
UNDEAD CORPORATION,Karakurenai,170,11,3,1232084
KIRA & Heartbreaker,B.B.F (feat. Hatsune Miku & Kagamine Rin),128,5,3,955866
THE ORAL CIGARETTES,Amy,182,4,3,785544
Kankaku Piero,Haruka Mirai (TV Size),182,3,3,750743
Peter Lambert,osu! tutorial,160.37,2,5,77753
Yuuna Kamishiro,Shrill False,155,2,5,20005
nao.paradigm,Zero-One,147,2,5,10772
Agressor Bunx,Tornado (Original Mix),172,10,5,236292
Nudarai,Nuclear Fusion,174,2,5,25557
toby fox,Bergentrueckung/ASGORE,113,2,5,908087
KANA-BOON,Fighter,182,3,3,574536
SPYAIR,I Wanna Be... (TV Size),126,3,3,810953
ABSOLUTE CASTAWAY,Machigami Shoujo,197,4,3,1534767
Lite Show Magic (t+pazolite vs C-Show),Crack Traxxxx,220,2,5,139525
The Flashbulb,Mellann,105,10,5,977276
Katakiri Rekka,Moe Ochiru Hokori -Counter raid Another D-,244,2,3,817967
Falcom Sound Team jdk,Gin no Ishi,143,2,5,336810
"Anthony Sorbello, Danny McCarthy",For The Team,128,6,5,327164
supercell,Kokuhaku,180,3,3,811631
Kano,Yuurei Yashiki no Kubitsuri Shoujo,180,4,3,1189144
Kano,Daisy Blue,184,5,3,758130
Sagara Kokoro,Hoshizora no Ima,185,2,3,701549
shoujo byou,Guren ni Kegareshi Mono,137,4,3,780122
Yuki Kajiura,Mezame,160,3,14,22659
Hanasaka Yui (CV: M.A.O) feat. Koalazy,Harumachi Clover (TV Size),142,3,3,780651
Suzuki Konomi,Realize (TV Size),206,3,3,1191103
Megurine Luka,RIP=RELEASE,115,10,3,8595
Poppin'Party,Setsunai Sandglass,183,2,3,1051893
PSYQUI,Hysteric Night Girl (feat. Such),126,5,3,821981
James Landino & Kabuki,Birdsong,165,10,5,972810
