art,t,bpm,g,ln,s
FIELD OF VIEW,DAN DAN Kokoro Hikareteku,132.94,5,3,1648256
The BABYSTARS,Hikari e (TV Size),189,3,3,851839
ak+q,Ignotus,170,2,5,761244
Chris Lee,See You at the Next Crossing,98,5,4,15025
John Legend (feat. Andre 3000),Green Light,155,5,2,8311
ORANGE WOLKE,MAMMAMMAMMAMMAMix,127,10,14,308942
Fujiwara Marina,Daydream Syndrome (TV Size),206,3,3,52059
project-ALCA-,Neoage Dreamers feat. yanaginagi,163,5,3,325259
Silver Forest,Sentence,176,2,3,34465
Masashi Hamauzu,The Sunleth Waterscape,132,2,2,16542
senya,Yozakura ni Kimi o Kakushite,127,2,3,148980
Tianshi,Party Night,135,10,3,17596
Zektbach,Apocalypse ~dirge of swans~,170,2,2,54529
TrySail,azure (TV Size),140,3,3,942837
Giorgios Alkaios & Friends,OPA,121,13,14,16593
Blackmore's Night,Loreley,115,13,2,35202
Larval Stage Planning,Kimi + Nazo + Watashi de JUMP!! (TV Size),168,3,3,33029
VESPERBELL,RISE,194,4,3,1521677
Kaf,Kodou no Himitsu,131,5,3,1459947
nano.RIPE,Kodama Kotodama,120,5,3,1031883
GET IN THE RING,Lunatic Kaleidoscope,132,4,3,1346655
Hatsune Miku,Melody.exe,142,10,3,6550
Nico Nico Chorus,SPiCa,162,4,3,41000
SHK,Identity Part 5,140,2,5,171676
TERRA,Hana Ranman -Flowers-,160,2,3,114993
Kuribayashi Minami,Tsubasa wa Pleasure Line,180,3,3,181877
Bora,Shine,183,2,6,809992
Kamiyama Yoh,"Oyasumi, Kamisama",181,5,3,1079359
Soutaiseiriron,Genesis SOS,153,4,3,1302630
Numtack05,kimi no hitomi ni,188.5,4,3,1103070
fulusu,serum,160,4,2,1259053
Sound Souler,Funky Life,130,6,5,1139959
Yorushika,Haru Hisagi,95,4,3,1251466
ANNA TSUCHIYA inspi' NANA(BLACK STONES),rose,172,4,3,1474104
THE ORAL CIGARETTES,Slowly but surely I go on,98,4,3,1212436
MAMI,Kaze no Uta,200,2,3,797473
Duca,Shiawase no Basho short ver.,164,2,3,248061
Yousei Teikoku,Wahrheit,70,5,3,9561
Nightwish,Noise,154,11,2,1318503
Karen,Vampire,175,2,3,11182
hololive IDOL PROJECT,Asuiro ClearSky,182,5,3,1382779
Aitsuki Nakuru,Dramatic Star (Cut Ver.),188,5,3,1197595
Kayano Ai,Hachimitsu Doki (TV Size),152,3,3,115586
yanaginagi,Killer Song,166,5,3,42854
Kano,paranoia,150,5,3,881235
Misato,Epicurus' Rainbow Can No Longer Be Seen,155,2,3,11981
Halozy,Deconstruction Star,155,2,3,292083
DragonForce,Symphony Of The Night,177,4,2,469148
Rita,Panorama Blue,160,2,3,713347
Nhato,Miss You,132,10,3,155691
Hashimoto Miyuki,L (Short Ver.),167,2,3,38984
SHK,Holic,150,2,5,18046
Namine Ritsu,E.F.B -Kokyuu no Hyouketsu-,140,4,3,13693
Tainaka Sachi,Unmeibito,120,5,3,43011
nameless,Theater Love Song,215,4,3,307221
Sugarfree,Makita Kang Muli,143,6,14,53276
Susumu Hirasawa,Day Scanner,199.98,6,3,694970
Usa,shirayuki,89,5,3,373658
Rita,Crimson Calling arrange ver.,109,4,3,1424602
LhoU,Highlander,185,2,5,167225
Kirisaki Chitoge (Touyama Nao),Sleep zzz...,99,3,3,309873
Rita,Alea jacta est!,158,2,3,12696
Spira Spica,Koi wa Miracle (TV Size),175,3,3,951674
Blank Banshee,B:/ Infinite Login,90,10,2,618938
Thank You Scientist,Birdwatching,90,4,2,1092482
Umeboshi Chazuke,Bison Charge,243,10,5,894701
Petit Rabbit's,Happiness Encore,135,3,3,954168
Saint Snow,SELF CONTROL!!,120,3,3,880205
Marika,Uchinaru Ame,145,2,3,20232
Barbarian On The Groove feat.Kahina,Shinjitsu no Tsubasa,166,2,3,8492
Huang Ling,Deng Dai,152,3,4,1094296
Neru feat. Kagamine Len,Justitia of Life,156,4,3,761424
Mili,Utopiosphere -Platonism-,176,2,2,928652
Puchipurizu,Egao no Tensai (TV Size),135,3,3,787338
TwoThirds,Pieces,120,10,5,368210
Harutya,Furaregaigirl,78,5,3,934838
Ricky Montgomery,Snow,50,4,2,948665
Aphex Twin,T69 Collapse,149.94,10,5,981648
S3RL feat. Tamika,Rainbow Girl (Candlelight mix),115,5,2,1074368
KNOWER,"Cry Tomorrow, Laugh Today",71,5,2,1075865
Akatsuki Records,Snowy Night,155,2,3,1071460
Rameses B,You Are Everything,175,10,5,715088
Owsey,I've Lost All Light In My Life,140,6,2,925376
amazarashi,Kaze ni Sasurai,87,5,3,899746
Kitamura Eri,Apron Dake wa Toranai de! (TV Size),160,3,3,6403
Aoi Eir,MEMORIA (TV Size),128,3,3,42475
Matsuda Arisa (CV: Murakawa Rie),Chou Jou Genki Show*Idol ch@ng!,170,2,3,1156070
MAN WITH A MISSION,Seven Deadly Sins,143,3,2,875083
DIGI-SEQ-BAND2000,Somehow You Found Me,180,2,2,11761
NIWASHI,Curiosity,193,10,5,997743
Est feat. MIYU,SigSig (MiyuMiyu mix),150,5,3,1618528
Melissa Kinrenka,Shushin Orei,102,5,3,1516383
Shogo Sakai,Forest of Flames,162,2,5,105081
Hatsune Miku,NicoNico Rhapsody,140,7,3,8415
Da Tweekaz,Game of Thrones,140,10,2,1120718
Sonata Arctica,Black Sheep,199.72,4,2,63
Dj Verstarker,Darkness,150.01,10,5,13653
Ashley Tisdale,Be Good To Me,98,5,2,12744
Shimamiya Eiko,Chikai,123.99,3,3,10047
Yazumi Kana,Happiness,124,2,3,10765
Diao ye zong,Owaranu Matsuri,137,2,3,670176
toby fox,Snowdin Town,101,2,5,549670
Camellia,"chrono diver -fragment- (Camellia's ""crossroads of chrono"" remix)",191,2,5,419600
Camellia,Key of timepieces,174,10,5,534800
MAN WITH A MISSION,Merry-Go-Round (TV Size),120,4,3,1503987
HAG,Hoshi Miru Koro o Sugite mo,142,5,3,677861
Ryokuoushoku Shakai,Kesshou,100,5,3,1369270
Tokisawa Nao,BRYNHILDR IN THE DARKNESS -Ver. EJECTED-,198,3,5,164075
"M. Sakuraba, S. Tamura, R. Furuya",Take Up The Cross,160,2,5,14988
"Fujita Akane, Miyamoto Yume, Ozawa Ari",Precious You*,130,3,3,614195
Poppin'Party,KIZUNA MUSIC,189,3,3,1425749
Project LUMINOUS,GR@TITUDE,162,5,3,1611027
Imy,Countdown,230,4,3,1246683
Yuuka,Girls' Carnival,236,2,3,689715
"Yamazaki Haruka, Tadokoro Azusa, Machico",Dreaming!,180,2,3,1052724
Poppin'Party,KIZUNA MUSIC,189,3,3,1222161
Numtack05,Ansatsusha! 2010 Fuyu,126,14,3,703515
SOOOO,a decayed garden sinks into the isolated sea,153,10,3,953845
Mitchie M feat. Hatsune Miku,Stand Up!,180,2,3,926031
YURiCa/Hanatan,Cat Food,174,4,3,670558
Yoosanhyakurei,Arigatou,180,2,3,341833
Neko Jump,Chuai Mad Noi (TV Size),134,5,14,11131
Wakeshima Kanon,killy killy JOKER (TV Size),180,3,3,793931
AN CAFE,Maple Gunman,155,5,3,9705
Moming Qimiao,Vacuous Mountain,186.24,6,4,39186
Aitsuki Nakuru,Presenter*,240,5,3,799156
brave elements,Massarani,100,5,3,889525
Yonekura Chihiro,Arashi no Naka de Kagayaite (TV Size),128,3,3,38345
m.o.v.e,Rage your dream (INITIAL D mix),120,3,3,17330
Camellia,Towards The Horizon,154.38,2,5,754103
IOSYS,Hakurei Jinja,156,2,3,8063
Dubmood,Toffelskater (Dubmood 2007 Remix),128.58,10,5,14487
U,the first the last,140,2,3,17068
POLKADOT STINGRAY,FREE,132,5,3,1261605
Mariah Carey,All I Want For Christmas Is You,150.19,5,2,375877
Ariana Grande,"thank u, next",107,5,2,928644
PSYCHIC LOVER,Rewrite (Short Ver.),178,2,3,54127
"Shinji Orito, Magome Togoshi, Jun Maeda",Uminari,152,3,5,9941
Hekiyou Gakuen Seitokai,Treasure (TV Size),163,3,3,16743
BoA,Valenti,104,5,6,14813
The Qemists,Dem Na Like Me (feat. Wiley),194,10,2,47923
Matsushita,Kuuchuu Bunkai,200,4,3,799889
Aoi Eir,GENESIS (TV size),130,3,3,265097
sajou no hana,Evergreen (TV Size),182,3,3,1276758
Kano,Sentimental na Aiboshin,150,5,3,1097489
Triad Primus,Trancing Pulse,113,2,3,409958
Toyosaki Aki & Hisaka Yoko,Watashi no Koi wa Hotchkiss (TV Size),130,3,3,9524
Nem,"Aa, Subarashiki Nyansei",194,14,3,53833
NeoNintendo,Scrub Scrub Scrub,192.9,7,2,7506
Hatsune Miku,COSMOS,110.4,6,3,35895
Smokin Igor,I'M NOT FUCKIN' FAT (8 bit Remix),146,7,2,9632
toby fox,Once Upon a Time,65.5,2,5,424562
Thank You Scientist,Wrinkle,142,4,5,1236118
Infected Mushroom,Wanted To,145,10,2,178720
Rie Tanaka,Freesia,84,2,3,18115
"Hayami Saori, Tange Sakura, Minaguchi Yuko",Eternal Diary,126,2,3,14570
"Hayami Saori, Tange Sakura, Minaguchi Yuko",Photograph Smile,114,2,3,18128
Yellow Zebra,Maizakura (Short Ver.),140,2,3,15270
ANZA,Tobira wo Akete,120.95,3,3,10707
"Hello, Happy World!",Romeo,140,2,3,948744
Liz Triangle,Who Killed U.N.Owen,127,2,3,363033
FELT,Innocent Eyes,180,2,3,408269
Halozy,Kanshou no Matenrou,183,2,3,350528
The Real Group,Chili Con Carne,196,5,2,288351
Franchouchou,Atsuku Nare,100,3,3,899102
YURiKA,MIND CONDUCTOR,180,3,3,925219
REOL,VIP KID,120.5,5,3,1164168
Eve,LEO,90,5,3,1117083
ATB,Marrakech,133,10,2,54236
FELT,Sky Gate,138,2,3,129534
Liz Triangle x Like a Rabbit,Moonlight Step,133,2,3,29491
Liz Triangle,Heart of Glass,84,2,3,13762
Maika,Kimi no Yume,81,2,3,56902
Foreground Eclipse,Noble,82,3,3,313282
lily-an,White Lotus...,135,2,3,11336
Liz Triangle,Myoujin Henka,98,2,3,559843
FELT,Rendezvous,94,5,2,725171
Masashi Hamauzu,FFXIII Battle Theme,163.96,2,5,7025
J'Nique Nicole,Weight of the World English Version,74,2,2,640281
Sakakibara Yui,Keep on going,140,3,3,7774
Kajiura Yuki,When Two Powers Collide,95,3,5,11864
Evanescence,Everybody's Fool,95.09,4,2,7502
Spacekats,Land of the Rising Sun,136,2,2,18903
Camellia feat. Nanahira,Touhiron,244,4,3,884977
The Offspring,Hit That,131.91,4,2,2307
Two Steps From Hell,Heart of Courage,135,6,5,797366
Ceui,Haruoto*Veil,180,2,3,677875
May'n,Ready Go! (TV Size),160,3,3,17599
High School Musical 2 Cast,All For One,150,5,2,10565
NicoNicoDouga,VS RitsuMioDerere,149.94,7,3,19628
Starving Trancer feat. Maki,Agony,144,3,3,8196
Feint,Fall Away,87,10,5,630620
YAIRI,KUUKAN<=>Formation,186,4,3,1033379
Nekomata Master vs. HuMeR,BUZRA,165,10,5,1376812
REOL,VIORA,150,5,3,989745
Sadohara Kaori,To Be Continued? (TV Size),125,3,3,59717
Tamura Yukari,W:Wonder tale (TV Size),158,3,3,132806
Shimotsuki Haruka,Re:Call,93,2,3,256831
Annabel,STEP AHEAD (Short Ver.),140,2,3,59841
Yuria,You (TV Size),130,3,3,14034
Mikoi Sasaki,Bokura no Seiza,200,2,3,539139
Duca,Innocent Desire,203,2,3,1071825
Swimy,Acchi Muite (TV Size),187,3,3,1005855
The Neighbourhood,R.I.P. 2 My Youth,190,4,2,712836
Fujita Maiko,Kakehiki,98,5,3,1009710
Kageyama Hironobu,Kishin Douji ZENKI (TV Size),152.08,3,3,1067620
sanj,last minute (sakuraburst remix),174,10,5,986959
Satou Hiromi,"Call to me, Call for you",138,2,3,99312
A Touch Of Class,I'm In Heaven (When You Kiss Me),134,5,2,17677
azusa,Summer in Photos (TV Size),102,3,3,29657
SPYAIR,PRIDE OF LIONS (Cut Ver.),210,4,3,1423394
GReeeeN,Hello Kagerou (Short Ver.),150,5,3,1161471
Dareharu,Karma,132,10,6,1478859
SawanoHiroyuki[nZk]:Aimer,ninelie <cry-v>,86,4,3,1634114
Matsushita,Haikei Doppelganger,181,4,3,1481802
David J. Franco,Scribblenauts Theme,120,2,5,9580
P!nk,Get the Party Started,128.94,5,2,16381
The Simpsons,Everyone hates Ned Flanders,106.8,7,2,3900
Matsushita Nao,Ashita no Sora,89,6,5,47299
Mariah Carey,All I Want For Christmas Is You,150.19,5,2,11294
"BEMANI Sound Team ""Nekomata Master""",Life is beautiful,155,6,5,1271996
Tawada Tsukasa,Tsuujou Sentou Kyoku 2,146.1,2,5,816580
ShinRa-Bansho,"Mugen Shitto Gekijou ""666""",148,2,3,975881
Suirenji Ruka starring Yamazaki Haruka,Tsuki no Inori,117,3,3,99611
Gullia,Oops J'aime Pas L'anglais,104.34,5,7,5483
DelightStyle,My Mythology (short ver.),177,2,3,318647
sakuraburst,dragonlands,200,10,5,1009637
Disturbed,Inside The Fire,188,4,2,4577
BUTAOTOME,Kage Renbo,85,2,3,919324
Perfume,Relax In The City (short ver.),120,5,3,928525
Aiobahn,Towa no Utage (w/ YUC'e),126,10,3,844048
*namirin,Yasashisa no Riyuu,177,3,3,868909
Nanahira x Camellia,Mofucchatte*Summer! Summer!! Summer!!!,128,5,3,876280
"Hashimoto Miyuki, Sasaki Sayaka",astral ability (Game Size),130,2,3,847695
Lisa (CV: Toyosaki Aki),Miracle Happy Day (TV Size),136,3,3,935335
isle,Day before Memory,78,2,3,892858
July,January Rain,98,6,5,905485
Ito Kanako,Side Effect,160,2,3,928648
Hatsuki Yura,Intense Desire,152,2,3,54885
Ayano Mashiro,Alive,182,4,3,1098516
Jennifer Rostock,Schmutzig! Schmutzig!,140,4,8,9190
TAMUSIC,Kyuu Jigoku Kaidou wo Yuku,145,2,5,14635
Tojo Nozomi (CV.Kusuda Aina),Love Live! NOZOMI Mix Songs Compilation,90,3,3,351606
Peran,We want to be free,139.93,10,5,43498
solfa feat. Ceui,brand new day,151,5,3,825760
Harukaze Mayuki,Futatsu no Kage,90,2,3,843407
solfa feat. Oshima Haruna,magic drive!,180,2,3,896788
yuiko,petit bonheur,180,2,3,938410
Takigawa Alisa,Sayonara no Yukue (TV Size),170,3,3,362129
Sasaki Rico,Recollections,197,5,3,948717
Chiya (CV: Satou Satomi),Iroha Oshinagaki,135,3,3,901899
MYTH & ROID,PANTA RHEI (TV Size),190,3,3,1037954
Hashimoto Miyuki,NEVERLAND,139,2,3,33810
Kawada Mami,PSI-Missing (TV Size),130,3,3,9819
Silver Forest,Prayer,136,2,3,32214
Jay Sean ft. Lil Wayne,Down,132,9,2,10066
Arashi,Kaze no Mukou e,105,5,3,12350
Girls' Generation & Super Junior,Seoul Song,123,5,6,14678
DJ Manian,Welcome To The Club,150,10,2,18630
Yousei Teikoku,Asgard,130,2,3,99090
Arctic Monkeys,The Bad Thing,222,4,2,870688
Arctic Monkeys,Still Take You Home,218,4,2,631466
Aimer,Kogoesou na Kisetsu kara (TV Size),86,3,3,773247
Osaka Shizuku (CV: Maeda Kaori),Audrey,150,5,3,1491341
Elle King,Ex's & Oh's,140,5,2,417230
Rin,Ayakashi set 08 ~ Yuurei Gakudan,133,10,5,1495495
BeautifulDay,Blade,115,2,5,3133
Xiao Feng Feng,Jiu Bang,118,5,4,1181096
Nekomata Master,"Suijou no Teitoku (Short mix from ""Gensou Suikoden V"")",140,2,5,35116
CHiCO with HoneyWorks,identity,185,4,3,1255260
JIN feat. LiSA & MARiA from GARNiDELiA,Yobanashi Deceive,258,4,3,952047
THE ORAL CIGARETTES,Fantasy,119.5,4,3,1181712
Hiroshi Izawa,Digimon Care Theme,144.4,2,5,29911
Faylan,God FATE (TV Size),195,3,3,74738
Miley Cyrus,Wrecking Ball,60,5,2,116487
ClariS,STEP (TV Size),146,3,3,165379
enameruP,SilentNight,100,6,3,132374
Gunther,One Night Stand,145,5,2,21572
Hiromi Sato,Jiyuu no Hane,96,4,3,1358359
MARIA,Kanashimi Rensa (TV size),65,3,3,16884
Chimame-tai,Tokimeki Poporon,170,3,3,364943
Rocketship,Your New Boyfriend,152,5,2,1460323
livetune feat. Hatsune Miku,Hand in Hand,128,5,3,711496
Shimotsuki Haruka,Loving you,155,2,3,161536
"Koiwai Kotori, Murakawa Rie, Sakura Ayane & Asumi Kana",Non Non Biyori (TV Ver.),147,3,3,130688
League of Legends,Hanami ON THE RIFT (PV ver.),160,2,5,892362
Omoi,Kiseki sae mo,181,4,3,1322144
TUYU,Chuuken Hachi,80,4,3,1510434
Hatsune Miku,With a Dance Number,296,4,3,29691
Halozy,Sentimental Skyscraper,183,2,3,100348
Natsumi Kiyoura,Tabi no Tochuu (TV Size),172,3,3,13516
onumi,DESIRE,210,10,5,1043754
Chou Huei,Bing Kuai,127,5,4,112589
Aqours,Yume Kataru yori Yume Utaou,159,5,3,1338024
Aqours,Kimi no Kokoro wa Kagayaiteru kai?,182,3,3,476031
Tsukiko Amano,SPY,180,3,3,12830
Sasha Asuka,Chiriyukutoki-FINAL-,137,2,3,8325
Yellow Zebra,Color Girl,140,2,3,12684
Akatsuki Records,Do You Remember Me,100,2,3,955873
Groove Coverage,Angeline,130,5,2,197753
Duca,Tsuki no Kanata de Aimashou,183,2,3,986799
Jonathan Coulton,Monkey Shines' Theme,160,7,2,33852
illumination STARS,We can go now!,170,5,3,1314009
TONI LEO,LOVING YOU (Epidemik remix),165,2,2,21650
Joe Hisaishi,Kimi wo Nosete (Instrumental),93,2,5,54553
Hayami Saori & Takagaki Ayahi,Odoriko (TV Size),120,3,3,25269
SoundTeMP,Christmas in the 13th Month,160,2,5,40947
Matchbox Twenty,Damn,160.01,4,2,4181
Sona,Odoriko,94,3,3,24799
Rurutia,Serenaito,152,3,3,12863
PinocchioP,All I Need are Things I Like,140,5,3,972903
Omoi,Teioh Education,183,4,3,1278333
Saving Jane,Girl Next Door,122,4,2,750370
Detox Unit,Expand,87,10,5,1283652
Coda,Longcat's Song,200,7,2,5014
Nekomata Master+,Proof of the existence,170,2,5,807310
3oh!3,PunkBitch,146,5,2,5202
Maon Kurosaki,X-encounter (TV-size),138,3,3,667352
Ado,Jama,150,5,3,1291365
Nishino Kana,Christmas Love,122,5,3,68376
tokyo babel,Faust,120,10,2,959350
Misawa Sachika,Unite,188,3,3,133260
Mami Kawada,Contrail ~Kiseki~,168,3,3,403814
riya (eufonius) / Ceui,Chroma (Game Ver.),144,2,3,705434
Futaba Rio (CV: Tanezaki Atsumi),Fukashigi no Karte (TV Size),96,3,3,878352
FROZEN QUALIA,Present,175,4,3,725612
Sasaki Sayaka,Marine Blue ni Sotte short ver.,180,2,3,783399
Misato Aki,Santa Claus ni Yoyaku Shite!,114,3,3,11273
KOTOKO,Love A Riddle,125,3,3,15307
Hidamari Sketch,Sutakora Dream,240,3,3,11904
Rina Satou,Merikuri Song,105,3,3,11269
Sakakibara Yui,NYANDAFUL! (TV Size),160,3,3,10370
Hanazawa Kana,Kuchibue Jietto,116,3,3,22359
Sekirei Cast,Sekirei (TV Size),148,3,3,12750
KOTOKO,Cross up,126,2,3,15108
Horie Yui,YAHHO!! Kanamemo Ver. (TV Size),171,3,3,9053
Itou Kanako,Tataeshi Tatakai no Uta,120,3,3,19876
EGOIST,Euterpe,90,3,3,49952
fripSide,late in autumn (TV Size),130,3,3,10590
Do As Infinity,Fukai Mori,162,3,3,7065
MIOYAMAZAKI,Noise,225,3,3,664507
Hashimoto Miyuki,Fairly Life,234,2,3,54620
moumoon,Sunshine Girl,103,5,3,18540
Another Infinity feat. Mayumi Morinaga,Snow Crystal,128,10,3,49800
Koda Kumi,No Regret (TV Size),161,3,3,48824
Machico,Magical Happy Show!,145,2,3,52796
Kugimiya Rie,Sweet Gift,170,3,3,14862
Capcom Sound Team,Thunder Tornado,160,2,5,3221
mafumafu,[Nexus],150,10,5,707703
U,little my star,177,2,3,20312
Hatsune Miku,Monochroact,110,4,3,47472
04 Limited Sazabys,Squall,200,4,3,1029349
Perfume,STAR TRAIN,105,5,3,958342
TROISANGES,Cresc.Heart,172,2,3,1043685
ES All Stars,BRAND NEW STARS!!,235,5,3,1249620
Hana,tree,182,5,3,1232310
Hatsune Miku,Everless,131,6,3,24601
"ginkiha, Shiki",Once in a life,180,5,3,1364885
Doubutsu Biscuits x PPP,Ke-Mo-No-Da-Mo-No,162,3,3,1029394
LeaF,I,220,2,5,99244
LeaF,Evanescent,190,2,5,227126
Lily Allen,Smile,95.5,5,2,66015
LukHash,H8 U,118,10,5,590949
Ray,sign,124,3,3,183101
Ray,ebb and flow (TV Size),106.1,3,3,141232
yukizakurasou,Pulse,69,2,3,137514
2B PENCILS & Nakagawa Kanon,Hajimete Koi o Shita Kioku (TV Edit),140,3,3,356633
FictionJunction,Parallel Hearts,165,3,3,7957
Tianshi,Discommunication,180,5,3,14514
Sakakibara Yui,Beautiful day (TV Size),138,3,3,50801
nano.RIPE,Gekka (Short Size),86,3,3,106595
ClariS,Gravity (TV Size),175,3,3,483533
RADWIMPS,Amaotoko,123,5,2,101577
Haruna Luna,Stella Breeze (TV Size),148,3,3,606266
Psychic Lovers,Cho! Saikyou! Warriors,175,3,3,15627
Melissa Williamson,You're Not Here (Short Ver.),138.01,2,2,42607
"Hanazawa Kana, Toyosaki Aki & Horie Yui",Benibana no Otome Uta,128,3,3,41649
Lenka,Heart Skips a Beat,160,5,2,191306
Unknown Artist,Onna no ko no Skirt ga Totsuzen Mekuretari Shinai Kana,130,6,3,89166
Studio EIM,WhereverYouAre,62.5,2,5,210575
capsule,Teleportation,175,10,3,1048608
M2U feat. NICODE,Breach,160,2,5,898791
HuMeR,ChaserXX,140,10,5,930846
Shoji Meguro,Kimi no Kioku (Aethral Remix),170,2,3,490662
Camellia,[BLEED BLOOD],165,10,5,1021338
Ezequiel Serrano,Es el Robot Gigante (TV Size),148.6,4,10,50299
Larry Markes,"Scooby-Doo, Where Are You?",137.24,3,2,50063
Kigurumi,Kurutto Mawatte Ikkaiten,125,3,3,6296
Remi Gazel,Mr. Dark's Dare,150,2,5,972493
The O.C. Supertones,I Can Be Your Friend,145,4,2,10559
Type-Moon,Severe Person,161.5,2,5,15776
ANTI,Koi,160,10,5,356086
BJJ,First Kiss,107,2,6,7075
IKU,Rimless ~Fuchinashi no Sekai~ (TV Size),80,3,3,99918
Koda Kumi,Physical Thing,125,5,3,10442
*NSYNC,Pop,120,5,2,5923
Silver Forest,PORUTA ~ gaisuto no himatsubushi,116,2,5,9534
Fujita Maiko,Mizuhuusen,190,2,3,6319
t+pazolite,Say Hello to HOLLOWood feat. Akagawa Nene,192,5,3,926041
KAMELOT,Eden Echo,150,11,2,986205
Yorushika,Amy,121,4,3,1048140
Yoko Shimomura,It's a Small World,128,2,5,122799
ASCA,Gyakkyou Spectrum,187,5,3,1637174
Aimer,Akane Sasu,74,3,3,542545
DJ~MoExx,"Listen, Miku; Don't Say ""Bad Marisa Ass Apple Irony""",155,7,3,23312
Aimer,Rokutousei no Yoru,72,3,3,523637
Keri Hilson,I Like,125,5,2,296432
Gareth Coker,Light of Nibel (feat. Aeralie Brighton),80,2,5,418202
BACK-ON,Flyaway,93.02,2,3,7662
STEREO DIVE FOUNDATION,Renegade,135,3,3,351719
Yasuda Rei,Songs Compilation,122,5,3,745310
Humming Urban Stereo,Banana Shake,126,2,6,25025
Mrs. GREEN APPLE,"Love me, Love you",130,5,3,1519005
Christophe Mae,On s'attache,100,5,7,13316
"25-ji, Nightcord de. x MEIKO",Lower one's eyes,132,5,3,1653529
doriko,Romeo and Cinderella,170,4,3,96601
Kola Kid,square spooner fisher pusher,160,10,3,45584
BLANKFIELD,Retrospective City,220,11,5,1120645
Nanahira,Petals,192,10,3,707371
Abe Mao,15 words,91,5,3,45011
Nanako,CIRCUS U CRIC,185,2,3,1242330
SOUND HOLIC,Beloved Shanghai Girl,150,2,3,11875
Jeff Williams,I Burn (Extended Remix feat. Casey Lee Williams),140,3,2,137196
GhostFinal,Gan Xie,76,6,4,84520
yanaginagi,can cry,184,5,3,1572850
Tanya Chua,Nightglow,148,4,2,1234218
Nayugorou,Usotsuki,137,5,3,839797
Aoi Tada,CANOE,156,2,3,742454
Tommy heavenly6,Pray (TV Size),178,3,3,976939
monobright,Anata MAGIC (TV Size),158,4,3,1190128
Falcom Sound Team jdk,Inevitable Struggle -demo version-,187.85,2,5,533680
Sakamoto Maaya,Magic Number (TV Size),168,3,3,9827
m.o.e.v,Gravity,153,3,3,14824
Kugimiya Rie,So Janai!?,145,3,3,30237
eufonius,phosphorus,160,3,3,6624
Hashimoto Miyuki,Se-kirara (Short Ver.),159,2,3,33011
RURUTIA,Phronesis,180,2,3,542224
Alvaro Soler,Sofia,128,5,10,825541
t e l e p a t h Telepathy Nouryoku-sha,Eien ni Ikiru,80,2,5,799399
Nico Nico Douga,Misao of the Sprite Tribe,119.55,7,3,16754
KNOWER,The Government Knows,146,5,2,1075602
Said The Sky,Nostalgia (feat. Missio) (Cut Ver.),120,10,2,1246927
Primary,Last moment,60,5,3,957701
NakamuraEmi,Kakatte Koi yo (TV Size),113,3,3,914239
The Caretaker,B2 - An autumnal equinox,50.75,12,5,985002
Yukari Tamura,Kengeki Ranbu,147.12,2,3,11871
Kurosaki Maon,Memories Last (TV size.),173,3,3,188300
Hoshimura Mai,Regret,86,3,3,20413
Rin'ca,Kiseki Melody,170,2,3,1081807
School Food Punishment,RPG,175,4,3,1393720
IZNA,Revelations,166,5,3,1543800
Michael Wandmacher,N.Y. Street Chase (Gloria),149.97,10,5,1428959
solfa feat. Koharu Meu,Ashita no Hajimari,107,2,3,1105288
Hirasawa Ui (CV: Yonezawa Madoka),Oui! Ai Kotoba,114,3,3,1011671
Hanatan,Orange,90,5,3,1409417
Chata,Present,163,5,3,1532511
Marika,"""If""",156,5,3,950602
solfa feat. Ceui,Jewelry Kiss,183,2,3,1433875
Mago de Oz,Y Seras Cancion [2010],128,4,10,840676
SiM,LET iT END,214,3,3,634140
Annyy,Pick Me Up In The Dance Hall,136,2,3,17046
Lily Allen,22,131.01,5,2,55577
KOTOKO,Chercher,130,3,3,11410
Hana,Himawari no Kyoukai,134,2,3,130692
Yasuda Rei,Mirror,127,3,3,649225
Muse,Panic Station,105,4,2,60189
Tsunomaki Watame,Watame no Komoriuta,110,5,3,1300945
ISHIDA YOKO,COLORFUL BOX,161,3,3,245906
gi(a)rlish number,Ima wa Mijikashi Yume Miyo Otome,200,3,3,522393
PUP,Sleep In The Heat,229,4,2,1141879
PUP,DVP,296,4,2,1203098
PUP,DVP,296,4,2,756815
Aimer,LAST STARDUST,81.33,3,3,539860
Hitomi Takahashi,Uo Ai Ni,132,3,3,14981
Wada Kouji,Biggest Dreamer,133.94,3,3,3207
GARNiDELiA,MIRAI,80,3,3,479795
Escape The Fate,Zombie Dance,125,4,2,79780
the brilliant green,Ash Like Snow (TV Size),166.17,3,3,870930
Ocelot,YUKARI,174,2,3,497536
BACK-ON,wimp feat. Lil' Fang (from FAKY) (TV Size),186,4,3,1554093
They Might Be Giants,I'm Impressed,199.98,5,2,1214
I Love Egg,Egg Song,377.35,7,2,812
BACK-ON,Flyaway (Tales of) Remix,140,2,3,7469
96neko,Ai Kotoba III,137,5,3,918518
anNina,Taishou a (TV Size),174,3,3,80617
Mizuki Nana,Dancing in the Velvet Moon (TV Size),140,3,3,12754
Hitomi Harada,eternal feather,130,2,3,297565
Yasuda Rei,styles,156,5,3,975175
Magus Two,BEAUTIFUL SENTENCE (TV Size),150,3,3,1202012
Yasuda Rei,Let It Snow,122,5,3,378773
fhana,Watashi no Tame no Monogatari ~My Uncompleted Story~,170,3,3,718701
MiddleIsland,Roze,195,12,5,65994
Nien,MiNd CoNTRoL,185,2,6,7612
