art,t,bpm,g,ln,s
KSUKE,Contradiction (feat. Tyler Carter) (TV Size),130,3,2,1212562
TRUE,Sincerely,72,3,3,1526243
Sasaki Sayaka,Grand symphony,180,3,3,828564
Trident,Blue Field,135,3,3,153853
Kano,Merry Merry album ver.,89,6,3,166596
kanonxkanon,Calendula Requiem,140,3,3,172293
Deadball-P,Kogane no Seiya Sousetsu ni Kuchite,185,5,3,40521
Yasuda Rei,blooming (TV Size),173,3,3,879644
ALEPH,The Evil Spirit,140,10,5,1233230
Sengoku Nadeko (CV: Hanazawa Kana),Mousou Express,101,3,3,712842
Mei Ayakura,Romantic Fall,175,2,3,637934
twenty one pilots,Levitate,186,9,2,1026205
Lil Baby x Gunna,Drip Too Hard,112.5,9,2,1179995
ReoNa,forget-me-not,148,3,3,914051
Shimotsuki Haruka,EXEC_LINCA/.,136,2,3,686464
SynthWulf,Passacaglia,175.03,2,5,758227
Nightwish,Songs Compilation,137,11,2,519682
e-lma,CaptivAte2 ~kakusei~,175,2,5,492877
MindaRyn,Like Flames (TV Size),175,3,2,1513687
serial TV drama,Tougenkyou Alien (TV Size),170,4,3,1361718
Trial & Error,"Sore ga Zenbu, Yume ni Tsunagaru (Short Ver.)",167,5,3,1120862
Two Steps From Hell,Dragon Rider,160,6,5,619529
KOTOKO,jihad (Short Ver.),180,2,3,1126942
One Direction,Diana,172,5,2,156698
FictionJunction feat. LiSA,from the edge,162,4,3,1089346
Sakurakou K-ON Bu,Happy!? Sorry!! (Cut Ver.),180,3,3,1197766
Hana,Aerodynamics Girls and Boys Poem (Short Ver.),182,2,3,62141
Perfume,Computer Driving,160,5,3,8574
Ishihara Kaori,Plastic Smile,167,5,3,1450489
ReaL,Kagerou (TV Size),164,3,3,1450366
LilyPichu,dreamy night,92,9,2,1298416
Sadohara Kaori,Still Sis (TV Size),175,5,3,1407716
Onishi Aguri,Elder flower (TV Size),120,5,3,1511491
Ceui,Straight Sheep (Short Ver.),166,2,3,57107
nomico,Hoshizora he Kakaru Hashi,100,2,3,21690
Shimotsuki Haruka,Kaleidoscope,157,2,3,169622
Yuuki (CV: Futaba Marika) & Yuki (CV: Hanamiya Suzune),smile again,173,2,3,1604013
Ouse Akira,Sacrifice,210,4,3,1437979
Marika Kohno,New story (TV Size),165,5,3,1561661
Triad Primus,Trancing Pulse,113,2,3,409958
Aqours,"Bouken Type A, B, C!!",194,2,3,1029085
CHiCO with HoneyWorks,identity,185,5,3,1032959
Yuuki Aoi,Platinum,164,3,3,83118
La Cataline,Helical,128,10,5,16761
HOUJIROU,Maihime ~buki~,170,2,5,28765
N-Dubz ft. Mr Hudson,Playing With Fire,150,5,2,11042
Busta Rhymes ft. Linkin Park,We Made It,138.5,9,2,12719
P!nk,Who Knew,140,5,2,24438
guna with team kyukkyu,subconsciousness,102,2,5,45205
Iyaz,Replay,182,5,2,16001
Machinae Supremacy,Bouff,200.07,4,5,9487
D.D.D.,Ready?,120,10,5,1194543
Manaka Kataoka & Atsuko Asahi,Gozen 1-ji (Rain),67,2,5,550486
Zerosiki Material,Love,50,2,5,493676
100-200-400,Fascination MAXX,200,2,5,15650
Yanagi Mami,Hikari Hanate!,174,5,3,1130090
onoken,vijore,144,10,5,248948
wa.,Black Lotus,200,2,5,679918
OKAMOTO'S,HEADHUNT (TV Size),160,3,3,1031543
Abe Mao,Believe in yourself (TV Size),171,3,3,1055356
HTT,Gohan wa Okazu,190,3,3,21872
Sally,Remind,270,2,3,505751
senya,Nihil Kagura,150,2,3,138420
Murata Ayumi,Drawing Again,180,2,3,19810
Rocket Girls 101,Calorie,132,5,4,834342
Hacken Lee,Red Sun,120.02,5,4,920
wa. remixed celas,Crystal World ~Fracture~,180,2,5,62962
Prim,Koisuru*Uchuu Sensou!!,200,2,3,46528
"Tamura Yukari, Kanai Mika & Horie Yui",Happy! Lucky! Dochy!,235,3,3,34653
Infinite Stratos Cast,SUPER STREAM ~INFINIT FUTURE Revised MIX~,180,3,3,29601
44teru-k remixed wa.,Higanbana Daini -Shuusei no Lycoris-,175,2,5,38966
Tommy heavenly6,I LOVE XMAS,88,5,3,70272
TOMOSUKE,Macuilxochitl,148,2,5,43166
Asumi Kana feat. Fujita Saki & Kitamura Eri,SOMEONE ELSE (TV Size),116.5,3,3,15532
yanaginagi,Vidro Moyou (TV Size),131,3,3,48935
Galdeira,Almagest,178,2,5,21915
ClariS,Naisho no Hanashi (TV Size),194,3,3,43659
ClariS,Naisho no Hanashi (TV Size),193.9,3,3,43131
Masami Okui,Sophia,94,3,3,1093837
Demetori,Warabe Matsuri ~ Innocent Treasures,189,2,5,1033730
ChouCho,Melt,138,5,3,290541
Last Note. feat.GUMI,Osanana Blue,148,4,3,283155
HO-KAGO TEA TIME,"Don't say ""lazy""",181,3,3,1022381
Aoi Eir,Kodou (TV Size),184,4,3,1522877
Pastel*Palettes,MOON PRIDE,173,2,3,1268746
LiSA,ADAMAS (TV Size),191,4,3,1505910
Cranky,Amanojaku,145,10,5,978694
senya,Musou no Hana,160,2,3,1376085
POLKADOT STINGRAY,FREE,132,5,3,1261605
Void_Chords feat. LIO,FLARE,164,3,2,1011723
Haruna Luna,Windia,168,2,3,507025
Aso Natsuko,Perfect-area complete! (TV Size),183,3,3,842592
Shakira,"Suerte (Whenever, Wherever)",109,5,10,1348326
Lana Del Rey,Dark Paradise,120,5,2,1115488
Bloodhound Gang,I Hope You Die,160,4,2,3128
Josh Kelley,Share This Day,134.05,5,2,37108
Alan Walker,Sing Me To Sleep,88,10,2,482464
Natasha Bedingfield,Unwritten,100,5,2,5153
Feint,Laurence (VIP) (Cut Ver.),174,10,5,691328
Pastel*Palettes,Gyu DAYS,170,2,3,920757
IOSYS,Miracle-Hinacle,160,2,3,158546
Demetori,Silent Voyage to Eternity,170,2,5,14309
kradness,Otsukimi Recital,195,5,3,474227
Yonder Voice,Setsugen Tir na nOg off vocal,165,2,5,473862
Waterparks,I'm A Natural Blue,163,4,2,698304
Wada Kouji,Butterfly,165,3,3,3105
Joe Hisaishi,Umi no Mieru Machi,83,3,5,411269
factal,Wake Up While Sleeping,160,10,5,749323
TOTTO,Onigami,161,2,5,215069
MitiS feat. Crywolf,Oasis (vocal Mix),146,10,2,296724
Doin,Leakage Voltage,180,2,5,287554
DJ TOTTO feat. *spiLa*,illumina,187,2,3,582132
Mili,Within (TV Size),76,3,3,920459
Dream Away,Gyutto Milky Way (M@STER VERSION),178,5,3,1573058
TOTTO,Wadatsumi,159,2,5,158056
Taqumi,Crystal Lattice,170,11,5,3254
Akiyama Uni,Sky of Scarlet Perception,138,2,5,96338
roop,Chatblanc,126,10,5,1382416
"Raven-Symone, Anneliese van der Pol, Orlando Brown",That's So Raven! (Theme Song),129,5,2,537700
King Krule,Dum Surfer,120,5,2,716193
NEGOTO,Synchromanica (TV Size),148,3,3,1371823
Study,"Can now, Can now",160,3,3,1067636
DystopiaGround,"Silence, In the Rubble",128,5,3,17275
Ichigo Mashimaro Cast,Ichigo Complete (TV Size),160,3,3,15342
Sakakibara Yui,Koi no Honoo,100,3,3,8511
XL Project,Starmine,138,2,3,15964
Sound Souler,Eternalism 2,145,10,5,1299190
Megpoid GUMI,Coward Montblanc,120,4,3,17435
Ai Otsuka,Sakuranbo,169.96,5,3,16928
Ai Otsuka,Sakuranbo,170,5,3,80
Sakaguchi Ami,Central (TV Size),135,5,3,1298512
Jonathan Coulton & GLaDOS,Still Alive,120,2,2,15972
xi,Breakthrough Atmosphere,158,10,5,39412
Shimotsuki Haruka,Gyaku Mawari no Inochi,90,13,3,939161
Muzzy,Lost Forever,175,10,2,600276
"Lady Gaga, BLACKPINK",Sour Candy,120,5,2,1183598
FELT,Crumbling,172,2,2,1175815
REOL,VIP KID,120.5,5,3,1164168
Trivium,Down From The Sky,160,11,2,702020
FELT,Midnight Boogie,127,14,2,1153893
Milkychan,Conversation,140,2,2,530432
Linkin Park,Forgotten,108.2,4,2,1011380
Superfly,Kakusei,108,3,3,1080252
Kalafina,ARIA,124,3,3,641104
Akatsuki Records,Silent Silence Siren,172,2,3,866443
MY FIRST STORY,Shissou FLAME,210,4,3,749327
tieLeaf,Nejimaku Tokei ga Tsuki no Michikake o Kizamu 2016ver.,168,2,3,904067
Shikata Akiko,Class::CIEL_NOSURGE;,110,2,3,986612
M2U,Gypsy Tronic,125,2,5,100445
DJ YOSHITAKA,FLOWER,173,2,5,31054
Shiena Nishizawa,FUBUKI,180,3,3,263033
Satou Satomi & Kayano Ai,Madoromi no Yakusoku (TV Size),89,3,3,48363
Komine Lisa,Resuscitated Hope (TV Version),130,3,3,233336
nachi,bellow,132,2,3,504315
Sugar Donut,Dark Envy Knight,195,2,6,12669
IU,Marshmallow,140,5,6,17466
Camille Saint-saens & FIRST AID,D2,178,2,5,21657
Kanako Itou,Skyclad no Kansokusha,167,2,3,13231
ZUN,Extend Ash ~ Hourai Victim,156,2,5,23363
COOL&CREATE,Locked Girl,88.75,2,3,8727
Epik High,Fly,128,5,6,56508
Tamura Yukari,Sparkling * Traveler,174,2,3,676998
kors k feat. Furukawa Mirin,Drive Me Crazy,180,2,3,54817
Toto,Holy War,150,4,2,320355
LeaF,Mopemope,200,10,5,1097600
Hiwatashi Nazuna (CV: Naganawa Maria),Wish,164,5,3,1200733
Belmont,731,180,4,2,1159959
Agathodaimon,Favourite Sin,152,11,2,526760
Pendulum,The Island,126,10,2,123756
An,Xhroria,200,10,5,82258
Mimori Suzuko,Egao no Kimi e (TV Size),175,5,3,1337828
Yousei Teikoku,Shadow Corps,235,11,3,1029620
Puru,Homura,180,2,5,837924
S-C-U,concon,190,2,5,42051
3L,Tiny Little Adiantum,186,2,3,807855
Hatsune Miku,Shiroi Yuki no Princess ha ...,200,4,3,51315
Meramipop,algorhythm,92.5,4,3,43524
Croove & Paul Bazooka,Enemy Storm (Dark Jungle Mix),170,2,2,30229
Gojou Kai,Tsuepeshu no Osanaki Matsuei,150,2,5,3862
Mr.T,xenon,158,2,5,8204
ReaL,Kagerou (TV Size),164,3,3,1104046
Ishihara Kaori,Plastic Smile (TV Size),167,5,3,1435128
ichigo from KISIDA KYODAN & THE AKEBOSI ROCKETS,STONE OCEAN (TV Size),180,4,3,1639355
URBANGARDE,KAMING OUT (Cut Ver.),142,5,3,1413418
COOL&CREATE,Nobore YASAKAZAKA!,170,4,3,1116611
ShinRa-Bansho,Itazura Sensation,192,5,3,1276485
I love you Orchestra,Tenshin -Trigger ver.-,130,11,5,1285271
HoneyWorks,Watashi no Tenshi feat. Narumi Sena (CV: Amamiya Sora),168,5,3,1135846
DECO*27,Otome Dissection feat. Hatsune Miku,134,5,3,913720
fhana,Hoshi no Kakera,82,3,3,736954
aki,Clione no Akari,160,3,3,1013752
Annabel,Signal Graph,167,3,3,1071759
Giga x Mitchie M,Wah Wah World feat. Hatsune Miku & Kagamine Rin,160,2,3,1262989
Iino Miko (CV: Tomita Miyu),Othello,160,3,3,1196197
Suzuki Konomi,Realize,206,4,3,1244105
kors k & REDALiCE,S2TBTANO*C Anthem feat. Yukacco,173,10,3,605748
Nekomata Master feat. Shimotsuki Haruka,Element of SPADA,170,2,3,1046566
xi,ANiMA,183.5,2,5,953032
Camellia,Racemization,202,10,5,1052199
Tatsh,Xevel,185,10,2,1174491
Shimotsuki Haruka,Perfect Sky,136,5,3,1230415
Alisa Takigawa,Sayonara no Yukue ~TV size~,170,3,3,606418
Oriental ST8,Dear My Lady,128,2,5,9473
fhana,Hello!My World!!,141,3,3,635110
USAO,BroGamer,207,2,5,635636
SENTIVE,Kaikyou no Natsu,130,2,5,69104
Chihara Minori,Mika Ranman no Utage nite,137,5,3,1152086
Yun Yi Xing Chen,TriColour Heartbeat,178,2,4,675957
Various Artists,Hashire Uma Musume,157,5,3,1454027
Aiobahn,Sugiyuku Hi to Kimi e (feat. nayuta),105,10,3,1032553
SEVENTEEN,Snap Shoot,168,5,6,1064281
MEMAI SIREN,ajisai,193,4,3,1099654
senzawa,padowo padowo,109,7,3,1650892
T-ara,Bye Bye,130,5,6,88958
TAG,SABER WING,222,2,5,21870
Azusa Tadokoro,DEAREST DROP (TVsize),146,3,3,646199
Chino (CV: Minase Inori),Daydream cafe ~Gochuumon wa Chino desu ka? ver.~ (Cut Ver.),150,3,3,872159
ASCA,Howling (TV Size),143,3,3,1273375
KISIDA KYODAN & THE AKEBOSI ROCKETS,GATE ~Sore wa Akatsuki no You ni~ (TV Size),200,3,3,1561442
ReoNa,Seimeisen,170,5,3,1336666
Kumada Akane,Brand new diary (TV Size),180,3,3,1555564
Snow Man,Grandeur (TV Size),128,3,3,1328147
amazarashi,Sayonara Gokko,73.5,3,3,932454
Seinabo Sey,Pistols at Dawn (Culture Shock Remix),174,10,2,344264
Ishida Youko & 501st JOINT FIGHTER WING (+Shizuka),Yakusoku no Sora e ~Watashi no Ita Basho~ (Soleily Remix),178,3,3,953239
Coolio,Gangsta's Paradise (feat. L.V.),79.95,9,2,996463
Demetori,Hartmann no Youkai Shoujo ~ Todestrieb und Lebenstrieb,220,2,5,928647
HyperJuice,"City Lights feat. EVO+, Jinmenusagi (Zekk Remix)",160,10,3,663220
Kawada Mami,Wings of Courage -Sora o Koete-,160,2,3,1107289
Yuuhei Satellite,Tsuki ni Murakumo Hana ni Kaze,160,2,3,734241
paraoka feat. haru*nya,Dreadnought,215,5,3,43392
CHiCO with HoneyWorks,Nostalgic Rainfall (TV Size),165,3,3,1569179
I Love Egg,I Love Egg,137.04,7,2,855691
Rica Matsumoto,Mezase Pokemon Master -20th Anniversary-,120,2,3,649647
dj TAKA feat.AiMEE,True Blue,164,2,2,424743
kors k feat.Yukacco,Are You Ready (Original Mix),175,10,3,178028
Kalafina,sprinter,160,3,3,1126545
BPM15Q,Hakuchu-mu,174,10,3,1072748
VESPERBELL,RISE,194,4,3,1521677
Iron Frill,Jellyfish,172,5,3,1296074
2:su,Nodo ni Yoi Ocha o Nonda ato no Toki no Uta RMX,128,3,3,600537
MIMI feat. KAFU,Issee noo de,178,5,3,1546834
sokoninaru,Tenohira de odoru,215,11,3,773686
DECO*27,Ai Kotoba III feat. Hatsune Miku,137,5,3,862746
Lia,Toki o Kizamu Uta,139,5,3,1550603
"Wake Up, Girls!",Suki no Skill,128,3,3,740351
Momozono no Sanshimai,Otome Ryouran Batoru PARTY,185,3,3,12426
Kawada Mami,No buts!,183,3,3,23254
May'n,Ready Go!,160,3,3,18961
9-tie,Only one yell (TV Size),90,5,3,1605623
ave new feat. Sakura Saori,Pure My Voices,133,2,3,17230
Moetan Cast,Mahou Shoujo Magical-tan! (TV Size),185,3,3,13300
IOSYS,Princess Party ~Seishun Kinshi Rei~,180,2,3,14294
IOSYS,Midnight Lightning Bolt,155,2,2,16371
Girls' Generation,Himnae! (Way To Go),180,5,6,17525
Chata,len,173,2,3,918509
mary,Alice in Reitouko,176,5,3,1282289
ICE,Majestic Phoenix,180,2,5,845094
paraoka,monolithize phases,73,6,3,19554
Delain,Go Away,165,4,2,475676
*namirin,Irodori Sora,140,5,3,971432
Hideyuki Ono,Classic Party Triathlon,60,2,5,11743
Ryu,Sakura Sunrise,181,2,5,27096
Primary,Sweets Weekend,180,5,3,878348
Tamura Yukari,fancy baby doll,184,5,3,112330
Culprate & Joe Ford,Gaucho,172,10,5,847776
LABYRINTHS,Yumeji Labyrinth,162,3,3,565555
Hanatan,You and beautiful world,160,5,3,623638
eufonius,Hiyoku no Hane (TV Size),148,3,3,74504
FELT,The Sun and Moon,86,4,2,1036438
Hioka Natsumi & Yasumoto Hiroki feat. Kumaide-mura no Minasan,KUMAMIKO DANCING (TV Size),165,5,3,441668
Kawada Mami,as x sist ~Amae Beta na Watashi Nari ni~ (Short Ver.),168,5,3,836969
Vaundy,Hadaka no Yuusha,163,4,3,1669880
Tsuki no Tempest,Gekka Hakanabi (TV Size),180,5,3,1529955
MOSAIC.WAV,Tsugihagi: <=> Make Peace!,194,2,3,1394111
TrySail,Cobalt (TV Size),170,3,3,1607382
"Minase Inori, Hanazawa Kana, Iguchi Yuka, Hayami Saori","Koko kara, Koko kara (TV Size)",175,3,3,1105567
Joe Inoue,Kaze no Gotoku (TV Size),188,4,3,1659130
Mewhan,Boku no Friend (TV Size),163,4,3,1455968
Renard,Doin' It Well,95,2,2,125075
Ceui,Finest Sky,176,2,3,433506
Ceui,Asphodelus,160,2,3,128761
Kotera Kanako,Senkou no Yukue -Opening size-,175,2,3,217172
Nekomata Master,Following Flow,175,2,5,511699
Sasaki Rico,Recollections,197,5,3,948717
Idol College,Ichizu Recipe (TV Size),170,3,3,823918
David Wise,Bad Boss Boogie,150,2,5,1088647
SHK,Halloween Party,155,2,5,199719
04 Limited Sazabys,Squall,200,4,3,1029349
Touyama Nao,Tomoshibi no Manimani (TV Size),160,3,3,857857
sokoninaru,Tenohira de odoru,215,11,3,902587
Kawanishi Yuuko,Jinsei -Yumeiro-,174,2,3,875699
RiraN,Explosion,150,10,5,1242046
PSYQUI,Don't you want me feat. Such,152,10,3,832309
MitiS,Elements of Thought (Original Mix),174,10,5,165973
Crystal Castles,Vietnam,121.98,10,5,1151357
Zeami,Ryougen no Mai,104,2,5,29386
Susumu Hirasawa,Forces,120.02,3,3,20447
Rita,Little Busters! -Ecstacy Short Ver.-,151,2,3,15496
Gojou Kai,Higan no Tsuka,160,2,5,4134
yuzen,Ouka Ryouran,191,2,5,37647
IOSYS feat. Asana,star river,128,2,3,15380
TAG,Theory of Eternity,160,2,5,60562
Rin',Sakura Sakura (Instrumental),85.11,13,5,34575
Iguchi Yuka,Platinum Disco (TV Size),117,3,3,45720
MINMI,Shiki no Uta (TV Size),92.5,3,3,803234
Cocoa (CV: Sakura Ayane) & Syaro (CV: Uchida Maaya),Popcorn Happening!,206,3,3,955239
Wolfgun,Big Bonus Land,179,2,5,148814
Shiena Nishizawa,FUBUKI,180,3,3,285800
NC feat. NRG Factory,SEDUCTION (Vocal Remix),190,10,5,1398656
Endo Masaaki,Environmental Superman Ecogainder,180,0,3,9601
IOSYS,Qualia,170,4,3,1213880
Parry Gripp,Boogie Boogie Hedgehog,128,7,2,6505
Tsunku & Masami Yone,Kero Kero SAX,175,2,5,12221
TERRA,Hana Ranman,159.97,5,3,11851
Nicki Minaj,Starships (Speed Up Ver.),150,10,2,155266
Dan Salvato,Doki Doki Literature Club!,110,2,5,716326
Camellia,introduction - INSANE INFLAME,172,10,2,1081920
Ono Ryoko,POP STEP LOVE,180,2,3,57649
Nakae Mitsuki,"Pure Love, True Love",138,2,3,75761
Tomatsu Haruka & Iguchi Yuka,Kiss(and)Love (TV Size),160,3,3,101616
Maeda Jun x yanaginagi,Hifukiyama no Mahoutsukai,165,5,3,528572
ITZY,THAT'S A NO NO (Cut Ver.),120,5,6,1446416
TWICE,Dance The Night Away,118,5,6,831382
Nana Mizuki,Angel Blossom,176,3,3,300371
Maaya Sakamoto,Shiawase ni Tsuite Watashi ga Shitteiru Itsutsu no Houhou,165,3,3,582063
Scenarioart,Shusshu Pop,172,5,3,634039
SawanoHiroyuki[nZk]: Tielle & Gemie,gravityWall,117,3,3,622538
Asakura Momo,Ashita wa Kimi to.,180,5,3,748013
BanYa,Rolling Christmas,142,2,5,11654
yukizakurasou,"Natsukage ~Ano Hikoukigumo wo Koeta, Sono Saki e~",76,3,3,664684
Ayah Marar & Blue Marble,Invincible (Cut Ver.),174,10,2,1221214
TROISANGES,Cresc.Heart,172,2,3,1043685
SawanoHiroyuki[nZk]:Tielle,Amazing Trees,92,2,2,1056976
merry-san,Venom,152,4,3,1073331
Aitsuki Nakuru,Dramatic Star,188,5,3,925973
Roselia,Charles,145,2,3,1032239
Idina Menzel & Evan Rachel Wood,Show Yourself,120,5,2,1069502
40mP feat. Luo Tianyi,Usotsuki wa Koi no Hajimari,154,4,3,1050580
Memme,Blessing Snow,175,10,5,688128
KOTOKO,thyme,120,2,3,51204
Betwixt & Between,I think we can go to the moon,175,2,5,13728
YUI,Sea,156,5,3,13021
Kawada Mami,Eclipse,136,3,3,16812
onoken,Felys,180,2,5,14769
DJ Totoriott,Chronoxia,180,10,5,1262520
SOUND HOLIC,Scarlet Eyes,158,2,3,14954
"Wizet, Nexon",Warped Path of Time (Remix),139.99,2,5,6926
Fujiwara Marina,Revenge Gachi Battle!,182,2,3,1105943
"ginkiha, Shiki",Once in a life,180,5,3,1364885
hitorie,3-pun 29-byou (TV Size),203,4,3,1428768
Takagi-san (CV: Takahashi Rie),AM11:00 (TV Size),98,3,3,1373851
Elroy,TALKIN IN MY SLEEP,105,9,2,1270797
Rameses B,Samurai,174,10,5,1390484
Kawada Mami,Contrail ~Kiseki~ (TV Size),168,5,3,1196589
Yamamoto Mineko,Shiroi Sakura Saite (Cut Ver.),176,2,3,1243957
Hazuki,Zutto (Game Ver.),153,5,3,1294301
Darkney,Rush Hour,150,10,5,891377
noctchill,Itsudatte Bokura wa (Cut Ver.),182,2,3,1629450
YuukaNeko,Orange,90,4,3,639749
Tommy heavenly6,Pray (TV Size),178,3,3,976939
Aimer,Akane Sasu,74,3,3,542545
Yuusha Party,Endoro~ru! (TV Size),140,3,3,935660
Terminus Est (CV: Kakuma Ai),Blade Dance,187,3,3,774204
canoue,ARCADIA ~Rakuen ni Fuku Kaze~,175,2,3,1151885
Shimotsuki Haruka,Loving you,155,2,3,161536
Shimotsuki Haruka,Snow x Connect,121,2,3,877674
tieff,Waterflow,130,10,5,938370
StylipS,Choose me Darling (TV Size),150,3,3,83699
Lil Nas X,MONTERO (Call Me By Your Name),89.5,9,2,1533112
Terashima Takuma,Nameless Story,195,3,3,1036720
Masaaki Endoh,Bakuryuu Sentai Abaranger (TV Size),163,5,3,91895
Lia,Light colors,131,3,3,7124
mona (CV: Natsukawa Shiina),No.1,144,5,3,1090518
Starley,Call On Me,98,5,2,581361
Song Riders,Be,88,3,3,99832
Halozy,Masshiro na Yuki,170,2,3,430693
Takayan,Jinrui Mina Menhera,166,9,3,1406904
Feint,Outbreak (feat. MYLK),175,2,5,672530
ave;new feat. Sakura Saori,Shokuzai Belladonna,84,4,3,123078
Minato Aqua,Kaisou Ressha,164,5,3,1545061
Amaoto Junca,Onaji Hoshi no Ue de.,160,2,3,105143
Black Raison d'etre,Secret Survivor (short size),172,3,3,697485
Minase Inori,Catch the Rainbow!,181,5,3,1278962
Shibayan feat. 3L,Getsurei 11.3 no Candle Magic,128,10,3,795140
The King of Fighters '98 Arranged Sound Trax,Fanatic Waltz Version B,95,2,5,196
yanaginagi,Mitsuba no Musubime,123,3,3,150802
Glee Cast,Any Way You Want It / Lovin' Touchin' Squeezin',146,5,2,18356
YTMND,The Bubb Rubb of Time,140,7,2,3196
a-ha,Analogue,115.06,5,2,20191
Namine Ritsu,E.F.B -Kokyuu no Hyouketsu-,140,4,3,13693
ASCA,Gyakkyou Spectrum,187,5,3,1633990
sajou no hana,Hoshie (TV Size),191,3,3,837568
FROZEN QUALIA,Aisubeki Hibi e,140,5,3,1291579
Imy,Just believe,190,4,3,1237988
sakuraburst,SELF DESTRUCT,160,10,5,1033562
toby fox,Quiet Water,60,2,5,469787
Flo Rida,GDFR (feat. Sage The Gemini & Lookas),146,9,2,742443
The Quick Brown Fox,The Big Black,180.15,10,5,1253985
Jun.A,Ghost Lead,167,2,5,47516
Haruka Shimotsuki,Ruri no Tori,97,2,3,26906
Hatsune Miku,Kimi ni Uso,92,5,3,25000
Yuduki,Dear You (Vocal Version),87,3,3,56592
Yuduki,Dear You (Vocal Version),87,2,3,45043
saya,The Girls Are Alright! (TV Size),168,3,3,895173
HoneyWorks,"Daikirai na Hazu Datta. feat. Hanae Natsuki, Asakura Momo",170,5,3,1598592
solfa feat. nao & Aoba Ringo,Motto! Icha*LOVE Paradise,188,2,3,1491854
Liella!,Mirai Yohou Hallelujah! (TV Size),178,5,3,1520131
Niji no Conquistador,Zutto Summer de Koishiteru,240,5,3,1263383
"Maya (CV: Tokui Sora), Megu (CV: Murakawa Rie)",Little * Treasure * Hunt,198,3,3,1009337
Yuuka,Girls' Carnival,236,2,3,827286
SID,Rain,95,3,3,1018700
Yorushika,Hole In The Heart,200,4,3,1000972
ANNA TSUCHIYA inspi' NANA(BLACK STONES),rose,172,4,3,1474104
Ice vs. Morimori Atsushi,RE:UNION -Duo Blade Against-,202,2,5,825993
Zekk,Fluctuation,194,10,5,1313559
sasakure.UK,ChRoNiClESeVeN feat. Annabel,168,2,3,775590
sana / HoneyWorks,Akatsuki Zukuyo,180,4,3,1249179
Planetboom,Keys to the World,160,2,2,7076
YMCK,Magical 8bit Tour,142,5,3,4562
The Cat Empire,Fishies,92,5,2,1439
Kajiura Yuki,Newday's News,110,2,5,100836
John Legend (feat. Andre 3000),Green Light,155,5,2,8311
Xyloe!,Joke,128,10,2,209191
monet,GHOST x GRADUATION,82,2,3,725613
Takayan,Shut up,210,9,3,1269896
"Kirisaki Chitoge (CV: Touyama Nao), Onodera Kosaki (CV: Hanazawa Kana)",Taisetsu no Tsukurikata (Asterisk Remix),175,3,3,874178
Kimunyu,Snow halation (REDSHiFT Remix),178,3,3,429540
Michael Seary feat. Luke Cusato,Can't Say It Back (Feint Remix),174,10,2,813978
James Landino feat. Nikki Simmons,vs. SAYU,180,10,2,1292074
Various Artists,Sword Art Online Compilation,143,3,3,854299
Ouse Tsubame (CV: Takeda Mariko),Metroporitan medicine ~Uchuu no Housoku de TOKYO~,120,5,3,748191
Various Artists,Isekai Girls Talk (TV Size),170,3,3,991516
Doja Cat,Like That (feat. Gucci Mane),106,9,2,1289442
Kondo Koji,Market,146,2,5,1008184
fripSide,an evening calm,108,10,3,848285
fhana,Hoshikuzu no Interlude,127,3,3,225575
Scoutellite,Surprise Buttsecks,143,10,2,188664
Terashima Takuma,Nameless Story (TV Size),195,3,3,857286
Kalafina,Kyrie,144,5,3,369380
Camellia feat. Nanahira,PAPAYAPA BASS,147,2,5,529991
Kana Nishino,Still love you,80,5,3,684712
DJ Okawari,Flower Dance,100,6,5,33688
Aether & Sizzlebird,Raccoon City (ft. Veela),175,10,2,725387
Tokyo Mew Mew,Koi wa a la Mode,160,3,3,239679
Tanaka Rie,Eternal (Short Ver.),129,5,3,13742
EX Industry,Memory,112,2,5,53301
NAOKI feat. SMiLE.dk,A Geisha's Dream,140,2,2,28766
Alina Puscau,When You Leave (Numa Numa) (Nightcore Mix),162,10,2,39022
Nishino Kana,"Yours only, feat.WISE ~maison de m-flo~",140,5,3,44741
SUPERSONICO,cat's dance,91.5,6,3,43402
u's,Sayounara e Sayonara!,130,3,3,425105
THE SIXTH LIE,Hibana,182,4,3,1247727
cYsmix,Babaroque (Short Ver.),136,2,5,791667
Perfume,Inryoku,140,5,3,11833
Toy*GunGun,The Bravest Destiny,167,3,3,330822
Tamiyasu ROCK,Dreaming! (Short Ver.),188,2,3,39561
Hashimoto Miyuki,New SPARKS! (TV Size),182,3,3,138480
Tatsumi Megumi featured by Sano Hiroaki,Tsubomi,184,2,3,138210
Duca,Snow wish (Short Ver.),159,2,3,55537
remixed celas vs 44teru-k,CONNECT r,175,2,5,53574
Kitamura Eri,Shirushi (TV Size),66,3,3,40643
Kawada Mami,Timeless time (Short Ver.),92,2,3,41046
ClariS,Irony (TV Size),134,3,3,21582
Hotaru,Serenade of Love,128,2,3,53847
Choucho,Kawaru Mirai (TV Size),167,3,3,32891
Chata,Festa!,172,5,3,42212
Tiara,BALLOON,160,10,3,90664
bbn,Identic Conflict,178,2,5,49188
Nishizawa Hagumi,Sakura no Kasumi,128,2,3,56550
zts,Captain Murasa,140,2,5,45471
ALTIMA,I'll believe (TV Size),142,3,3,38191
Ashif Hakik,Donglin Forest (Cursed),155.34,2,5,859022
Oratorio The World God Only Knows,God only knows -Secrets of the Goddess-,145,3,2,107800
